idseq,datetime,subtype,srcip,srcport,srcintf,dstip,dstport,dstintf,action,sentpkt,rcvdpkt,duration,service,devtype,level,crscore,crlevel,is_attack
,2025-10-07 08:39:24,forward,147.185.133.45,55423,wan1,220.130.36.69,16868,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:39:15,forward,165.154.187.159,55653,wan1,220.130.36.69,7099,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:39:15,forward,165.154.187.159,55653,wan1,220.130.36.69,7099,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:39:14,forward,79.124.40.110,56530,wan1,220.130.36.69,5799,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:39:14,forward,79.124.40.110,56530,wan1,220.130.36.69,5799,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:39:06,forward,45.136.68.51,56340,wan1,220.130.36.69,20313,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:39:06,forward,45.136.68.51,56340,wan1,220.130.36.69,20313,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:39:00,forward,88.210.63.63,59085,wan1,220.130.36.69,8562,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:39:00,forward,88.210.63.63,59085,wan1,220.130.36.69,8562,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:51,forward,45.136.68.55,56471,wan1,220.130.36.69,9528,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:51,forward,45.136.68.55,56471,wan1,220.130.36.69,9528,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:46,forward,45.142.154.98,58914,wan1,220.130.36.69,85,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:46,forward,45.142.154.98,58914,wan1,220.130.36.69,85,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:43,forward,62.171.166.182,54144,wan1,220.130.36.69,45810,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:43,forward,62.171.166.182,54144,wan1,220.130.36.69,45810,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:38,forward,147.185.133.186,53737,wan1,220.130.36.69,16920,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:38,forward,147.185.133.186,53737,wan1,220.130.36.69,16920,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:36,forward,162.216.150.94,50129,wan1,220.130.36.69,14216,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:36,forward,162.216.150.94,50129,wan1,220.130.36.69,14216,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:35,forward,88.210.63.63,59085,wan1,220.130.36.69,8218,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:35,forward,88.210.63.63,59085,wan1,220.130.36.69,8218,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:33,forward,204.76.203.212,32932,wan1,220.130.36.69,88,internal1,timeout,1,0,11,kerberos,unknown,notice,0,none,0
,2025-10-07 08:38:33,forward,204.76.203.212,32932,wan1,220.130.36.69,88,internal1,ipconn,0,0,0,kerberos,unknown,warning,5,low,1
,2025-10-07 08:38:29,forward,10.4.168.70,9080,internal1,61.30.27.170,7760,wan1,accept,773787,72500,7245459,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:26,forward,156.225.0.33,58914,wan1,220.130.36.69,50318,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:26,forward,156.225.0.33,58914,wan1,220.130.36.69,50318,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:21,forward,147.185.132.26,54848,wan1,220.130.36.69,54984,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:21,forward,147.185.132.26,54848,wan1,220.130.36.69,54984,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:12,forward,176.65.148.226,55959,wan1,220.130.36.69,23769,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:12,forward,176.65.148.226,55959,wan1,220.130.36.69,23769,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:10,forward,152.42.207.211,56760,wan1,220.130.36.69,17239,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:10,forward,152.42.207.211,56760,wan1,220.130.36.69,17239,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:05,forward,79.124.40.98,45789,wan1,220.130.36.69,54717,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:38:05,forward,79.124.40.98,45789,wan1,220.130.36.69,54717,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:38:05,forward,10.4.168.70,9080,internal1,61.65.6.129,5060,wan1,accept,1932565,1927590,7245433,sip,unknown,notice,0,none,0
,2025-10-07 08:37:59,forward,176.65.148.221,46001,wan1,220.130.36.69,19848,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:59,forward,176.65.148.221,46001,wan1,220.130.36.69,19848,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:53,forward,165.154.246.242,58914,wan1,220.130.36.69,4848,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:53,forward,165.154.246.242,58914,wan1,220.130.36.69,4848,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:48,forward,185.156.73.197,59159,wan1,220.130.36.69,10273,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:48,forward,185.156.73.197,59159,wan1,220.130.36.69,10273,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:44,forward,109.105.209.30,27921,wan1,220.130.36.69,2067,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:44,forward,109.105.209.30,27921,wan1,220.130.36.69,2067,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:42,forward,79.124.40.86,56626,wan1,220.130.36.69,21511,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:42,forward,79.124.40.86,56626,wan1,220.130.36.69,21511,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:42,forward,185.156.73.197,59159,wan1,220.130.36.69,10156,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:42,forward,185.156.73.197,59159,wan1,220.130.36.69,10156,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:38,forward,89.248.169.50,49374,wan1,220.130.36.69,22327,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:38,forward,89.248.169.50,49374,wan1,220.130.36.69,22327,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:33,forward,147.185.132.126,52872,wan1,220.130.36.69,11495,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:33,forward,147.185.132.126,52872,wan1,220.130.36.69,11495,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:29,forward,10.4.168.70,9080,internal1,61.61.136.70,5060,wan1,accept,1288098,1287014,7245402,sip,unknown,notice,0,none,0
,2025-10-07 08:37:27,forward,61.65.15.173,19121,wan1,220.130.36.70,7407,internal1,accept,46,46,273,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:27,forward,10.4.168.70,60020,internal1,61.65.15.173,19120,wan1,accept,12135,12133,273,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:27,forward,10.4.168.70,9080,internal1,61.65.15.173,5060,wan1,accept,1946440,1940201,7245402,sip,unknown,notice,0,none,0
,2025-10-07 08:37:17,forward,92.63.197.46,59189,wan1,220.130.36.69,11139,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:17,forward,92.63.197.46,59189,wan1,220.130.36.69,11139,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:12,forward,176.97.210.9,45324,wan1,220.130.36.69,16000,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:12,forward,176.97.210.9,45324,wan1,220.130.36.69,16000,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:08,forward,92.63.197.66,8080,wan1,220.130.36.69,3706,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:08,forward,92.63.197.66,8080,wan1,220.130.36.69,3706,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:04,forward,162.216.150.174,55521,wan1,220.130.36.69,30440,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:04,forward,162.216.150.174,55521,wan1,220.130.36.69,30440,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:37:01,forward,185.156.73.197,59159,wan1,220.130.36.69,10550,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:37:01,forward,185.156.73.197,59159,wan1,220.130.36.69,10550,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:36:56,forward,10.4.168.70,60020,internal1,61.65.15.173,19120,wan1,accept,12135,10111,242,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:53,forward,45.135.95.25,47070,wan1,220.130.36.69,20,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:53,forward,45.135.95.25,47070,wan1,220.130.36.69,20,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:36:18,forward,141.98.10.94,56146,wan1,220.130.36.69,9530,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:18,forward,141.98.10.94,56146,wan1,220.130.36.69,9530,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:36:08,forward,101.89.145.60,46031,wan1,220.130.36.69,25602,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:08,forward,101.89.145.60,46031,wan1,220.130.36.69,25602,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:36:05,forward,89.248.164.165,47160,wan1,220.130.36.69,5031,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:05,forward,89.248.164.165,47160,wan1,220.130.36.69,5031,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:36:05,forward,170.187.165.219,52141,wan1,220.130.36.69,1994,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:36:05,forward,170.187.165.219,52141,wan1,220.130.36.69,1994,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:58,forward,10.4.168.70,9080,internal1,61.30.27.170,7760,wan1,accept,773772,72500,7245309,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:55,forward,10.4.168.70,9080,internal1,61.65.6.129,5060,wan1,accept,1932533,1927558,7245303,sip,unknown,notice,0,none,0
,2025-10-07 08:35:46,forward,64.62.197.17,34342,wan1,220.130.36.69,161,internal1,accept,1,0,181,snmp,unknown,notice,0,none,0
,2025-10-07 08:35:46,forward,64.62.197.17,34342,wan1,220.130.36.69,161,internal1,ipconn,0,0,0,snmp,unknown,warning,5,low,1
,2025-10-07 08:35:44,forward,10.4.168.70,60001,internal1,61.65.15.173,19929,wan1,accept,3,0,181,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:44,forward,10.4.168.70,60001,internal1,61.65.15.173,19929,wan1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:44,forward,165.154.246.242,58914,wan1,220.130.36.69,5001,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:44,forward,165.154.246.242,58914,wan1,220.130.36.69,5001,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:43,forward,185.156.73.197,59159,wan1,220.130.36.69,10996,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:43,forward,185.156.73.197,59159,wan1,220.130.36.69,10996,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:35,forward,88.210.63.122,59121,wan1,220.130.36.69,9033,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:35,forward,88.210.63.122,59121,wan1,220.130.36.69,9033,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:19,forward,61.65.15.173,19121,wan1,220.130.36.70,7407,internal1,accept,28,19,145,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:19,forward,10.4.168.70,9080,internal1,61.61.136.70,5060,wan1,accept,1288066,1286982,7245272,sip,unknown,notice,0,none,0
,2025-10-07 08:35:12,forward,64.62.156.101,28012,wan1,220.130.36.69,13,internal1,accept,1,0,181,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:12,forward,64.62.156.101,28012,wan1,220.130.36.69,13,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:11,forward,95.214.55.218,48664,wan1,220.130.36.69,60023,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:11,forward,95.214.55.218,48664,wan1,220.130.36.69,60023,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:35:08,forward,88.210.63.63,59085,wan1,220.130.36.69,8396,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:35:08,forward,88.210.63.63,59085,wan1,220.130.36.69,8396,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:58,forward,135.222.40.117,49936,wan1,220.130.36.69,11742,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:58,forward,135.222.40.117,49936,wan1,220.130.36.69,11742,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:56,forward,20.169.104.203,33045,wan1,220.130.36.69,771,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:56,forward,20.169.104.203,33045,wan1,220.130.36.69,771,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:55,forward,10.4.168.70,60020,internal1,61.65.15.173,19120,wan1,accept,6069,4045,121,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:53,forward,162.240.150.162,50401,wan1,220.130.36.69,51275,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:53,forward,162.240.150.162,50401,wan1,220.130.36.69,51275,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:50,forward,106.75.154.89,58914,wan1,220.130.36.69,4712,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:50,forward,106.75.154.89,58914,wan1,220.130.36.69,4712,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:46,forward,20.168.7.25,37162,wan1,220.130.36.69,3391,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:46,forward,20.168.7.25,37162,wan1,220.130.36.69,3391,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:31,forward,10.4.168.70,9080,internal1,61.65.15.173,5060,wan1,accept,1946392,1940153,7245226,sip,unknown,notice,0,none,0
,2025-10-07 08:34:28,forward,176.65.149.67,57871,wan1,220.130.36.69,17467,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:28,forward,176.65.149.67,57871,wan1,220.130.36.69,17467,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:24,forward,178.22.24.63,52328,wan1,220.130.36.69,7322,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:24,forward,178.22.24.63,52328,wan1,220.130.36.69,7322,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:23,forward,118.193.33.19,44665,wan1,220.130.36.69,11188,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:23,forward,118.193.33.19,44665,wan1,220.130.36.69,11188,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:23,forward,216.10.247.49,55780,wan1,220.130.36.69,27494,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:23,forward,216.10.247.49,55780,wan1,220.130.36.69,27494,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:34:20,forward,75.73.176.228,49118,wan1,220.130.36.69,23,internal1,timeout,1,0,11,telnet,unknown,notice,0,none,0
,2025-10-07 08:34:20,forward,75.73.176.228,49118,wan1,220.130.36.69,23,internal1,ipconn,0,0,0,telnet,unknown,warning,5,low,1
,2025-10-07 08:34:05,forward,35.165.16.49,4566,wan1,220.130.36.69,53,internal1,accept,1,0,181,dns,unknown,notice,0,none,0
,2025-10-07 08:34:05,forward,35.165.16.49,4566,wan1,220.130.36.69,53,internal1,ipconn,0,0,0,dns,unknown,warning,5,low,1
,2025-10-07 08:34:01,forward,45.142.193.49,59467,wan1,220.130.36.69,5498,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:34:01,forward,45.142.193.49,59467,wan1,220.130.36.69,5498,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:56,forward,45.142.193.51,59513,wan1,220.130.36.69,5534,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:56,forward,45.142.193.51,59513,wan1,220.130.36.69,5534,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:53,forward,167.94.138.159,37645,wan1,220.130.36.69,17184,internal1,accept,1,0,181,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:53,forward,167.94.138.159,37645,wan1,220.130.36.69,17184,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:52,forward,167.94.138.153,49279,wan1,220.130.36.69,1911,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:52,forward,167.94.138.153,49279,wan1,220.130.36.69,1911,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:48,forward,89.248.169.50,49482,wan1,220.130.36.69,33430,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:48,forward,89.248.169.50,49482,wan1,220.130.36.69,33430,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:45,forward,10.4.168.70,9080,internal1,61.65.6.129,5060,wan1,accept,1932501,1927526,7245173,sip,unknown,notice,0,none,0
,2025-10-07 08:33:39,forward,92.63.197.46,59189,wan1,220.130.36.69,11355,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:39,forward,92.63.197.46,59189,wan1,220.130.36.69,11355,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:38,forward,176.65.149.64,34153,wan1,220.130.36.69,22362,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:38,forward,176.65.149.64,34153,wan1,220.130.36.69,22362,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:29,forward,10.4.168.70,9080,internal1,61.30.27.170,7760,wan1,accept,773755,72497,7245159,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:19,forward,10.4.168.70,9080,internal1,61.61.136.70,5060,wan1,accept,1288050,1286966,7245152,sip,unknown,notice,0,none,0
,2025-10-07 08:33:09,forward,195.178.110.111,53259,wan1,220.130.36.69,13711,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:09,forward,195.178.110.111,53259,wan1,220.130.36.69,13711,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:04,forward,120.232.150.70,58914,wan1,220.130.36.69,9000,internal1,accept,1,0,181,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:04,forward,120.232.150.70,58914,wan1,220.130.36.69,9000,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:33:01,forward,185.156.73.197,59159,wan1,220.130.36.69,10237,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:33:01,forward,185.156.73.197,59159,wan1,220.130.36.69,10237,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:50,forward,104.42.152.228,0,wan1,220.130.36.69,0,internal1,accept,1,0,61,ping,unknown,notice,0,none,0
,2025-10-07 08:32:50,forward,104.42.152.228,0,wan1,220.130.36.69,0,internal1,ipconn,0,0,0,icmp0,unknown,warning,5,low,1
,2025-10-07 08:32:44,forward,204.76.203.211,43662,wan1,220.130.36.69,59999,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:44,forward,204.76.203.211,43662,wan1,220.130.36.69,59999,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:43,forward,103.26.82.80,20505,wan1,220.130.36.69,23,internal1,timeout,1,0,11,telnet,unknown,notice,0,none,0
,2025-10-07 08:32:43,forward,103.26.82.80,20505,wan1,220.130.36.69,23,internal1,ipconn,0,0,0,telnet,unknown,warning,5,low,1
,2025-10-07 08:32:43,forward,61.65.15.173,19929,wan1,220.130.36.70,7403,internal1,accept,2,2,31,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:43,forward,10.4.168.70,60000,internal1,61.65.15.173,19928,wan1,accept,2,2,31,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:39,forward,152.32.206.181,49508,wan1,220.130.36.69,16080,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:39,forward,152.32.206.181,49508,wan1,220.130.36.69,16080,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:35,forward,185.242.226.76,34403,wan1,220.130.36.69,1920,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:35,forward,185.242.226.76,34403,wan1,220.130.36.69,1920,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:29,forward,79.124.40.106,47304,wan1,220.130.36.69,9181,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:29,forward,79.124.40.106,47304,wan1,220.130.36.69,9181,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:26,forward,205.210.31.211,57238,wan1,220.130.36.69,58000,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:26,forward,205.210.31.211,57238,wan1,220.130.36.69,58000,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:32:26,forward,147.185.132.139,54625,wan1,220.130.36.69,16504,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:32:26,forward,147.185.132.139,54625,wan1,220.130.36.69,16504,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:31:52,forward,165.154.163.10,47207,wan1,220.130.36.69,8581,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:31:52,forward,165.154.163.10,47207,wan1,220.130.36.69,8581,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:31:47,forward,159.89.235.169,53257,wan1,220.130.36.69,3390,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:31:47,forward,159.89.235.169,53257,wan1,220.130.36.69,3390,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:31:45,forward,10.4.168.70,9080,internal1,61.65.6.129,5060,wan1,accept,1932469,1927494,7245053,sip,unknown,notice,0,none,0
,2025-10-07 08:31:31,forward,10.4.168.70,9080,internal1,61.65.15.173,5060,wan1,accept,1946335,1940094,7245046,sip,unknown,notice,0,none,0
,2025-10-07 08:31:30,forward,185.156.73.197,59159,wan1,220.130.36.69,10048,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:31:30,forward,185.156.73.197,59159,wan1,220.130.36.69,10048,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:31:25,forward,78.128.114.38,55432,wan1,220.130.36.69,3389,internal1,timeout,1,0,11,rdp,unknown,notice,0,none,0
,2025-10-07 08:31:25,forward,78.128.114.38,55432,wan1,220.130.36.69,3389,internal1,ipconn,0,0,0,rdp,unknown,warning,5,low,1
,2025-10-07 08:31:22,forward,165.154.246.243,58914,wan1,220.130.36.69,990,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:31:22,forward,165.154.246.243,58914,wan1,220.130.36.69,990,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:31:09,forward,10.4.168.70,9080,internal1,61.61.136.70,5060,wan1,accept,1288030,1286942,7245022,sip,unknown,notice,0,none,0
,2025-10-07 08:31:08,forward,164.90.236.194,38765,wan1,220.130.36.69,23,internal1,timeout,1,0,11,telnet,unknown,notice,0,none,0
,2025-10-07 08:31:08,forward,164.90.236.194,38765,wan1,220.130.36.69,23,internal1,ipconn,0,0,0,telnet,unknown,warning,5,low,1
,2025-10-07 08:31:05,forward,92.63.197.66,8080,wan1,220.130.36.69,3198,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:31:05,forward,92.63.197.66,8080,wan1,220.130.36.69,3198,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:30:59,forward,10.4.168.70,9080,internal1,61.30.27.170,7760,wan1,accept,773740,72497,7245009,unknown,unknown,notice,0,none,0
,2025-10-07 08:30:48,forward,167.94.146.16,3303,wan1,220.130.36.69,4730,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:30:48,forward,167.94.146.16,3303,wan1,220.130.36.69,4730,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:30:40,forward,79.124.8.120,60060,wan1,220.130.36.69,23,internal1,timeout,1,0,11,telnet,unknown,notice,0,none,0
,2025-10-07 08:30:40,forward,79.124.8.120,60060,wan1,220.130.36.69,23,internal1,ipconn,0,0,0,telnet,unknown,warning,5,low,1
,2025-10-07 08:30:38,forward,178.128.237.228,61013,wan1,220.130.36.69,8883,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
,2025-10-07 08:30:38,forward,178.128.237.228,61013,wan1,220.130.36.69,8883,internal1,ipconn,0,0,0,unknown,unknown,warning,5,low,1
,2025-10-07 08:30:26,forward,111.229.70.54,56470,wan1,220.130.36.69,8088,internal1,timeout,1,0,11,unknown,unknown,notice,0,none,0
